"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","geneID"
"GO:0071364","cellular response to epidermal growth factor stimulus","17/3634","42/18888",0.00119655156473982,0.016793328257606,0.01349621735133,17,"NCL/EEF1A1/COL1A1/ZFP36L2/BAIAP2/SOX9/EGFR/ZFP36L1/KNSTRN/CFLAR/DAB2/DAB2IP/ERBB4/STAT5B/FOS/PLCG1/DUSP3"
"GO:0001889","liver development","43/3634","143/18888",0.0012010758209572,0.016793328257606,0.01349621735133,43,"SRSF1/COBL/NOTCH1/MAN2A1/ITGA2/PRMT5/TGFBR3/ZMPSTE24/SOX9/ACADM/EGFR/AURKA/FRZB/CPS1/CEBPA/XBP1/HNRNPD/CFLAR/ERRFI1/TNFAIP3/CLDN1/PCK2/PTPN3/ADA/SLC7A5/PTN/VTN/NPC1/ARF6/SP3/CITED2/MET/EZH2/ONECUT2/UCP2/ACO2/ASS1/PNPT1/PKD2/PRKCSH/MPST/MDK/WNT4"
"GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","49/3634","168/18888",0.00120125103714993,0.016793328257606,0.01349621735133,49,"PALLD/CDH20/PCDHGB7/PCDHGC3/TENM3/PTPRT/NECTIN1/PCDH18/PCDHGC4/KIRREL3/PCDHGA8/PCDHB3/CLSTN1/PCDHB2/PCDH10/DSG2/FAT3/CLSTN2/ROBO1/PCDHGA10/ROBO3/CDH8/PTK7/CDH18/PCDHGC5/PTPRM/HMCN1/CLSTN3/CDH4/PCDH15/FAT1/PCDH11X/PCDHGA6/PCDHGA4/CDH6/CDH10/PCDHGA1/FAT2/NEXN/PCDHA12/PCDHGB4/CELSR1/DSC2/DSC3/PCDH9/PCDHA3/PCDHB15/ITGB1/PCDHB10"
"GO:0009150","purine ribonucleotide metabolic process","112/3634","446/18888",0.00121243026740156,0.0169117784397151,0.0135914116676994,112,"HSPA8/NME1/BEND3/MTHFD1/SLC25A13/HK2/ADCY2/PDE5A/TIGAR/PKM/SLC25A1/PFAS/MAGI3/ENO3/IMPDH1/ENTPD7/INSR/HMGCS1/PPARA/GUCY1B1/NT5C2/PAICS/GMPS/CROT/PDHA1/DLST/ENO1/ADSL/GTPBP1/ACTN3/NDUFB2/NME6/ATP6V1A/ZBTB20/ATP1A2/NUDT10/IMPDH2/SUCLG2/TJP2/ITPA/ADSS1/NDUFB8/COL6A1/GART/PPARGC1A/PANK4/NUDT11/EIF6/GPAT4/PPP2CA/ABHD14B/AK2/ADA/TPI1/ATP5MK/SPHK2/PRKACA/ATP5PF/RORA/ACSS2/ELOVL7/HSPA1B/NDUFS6/STAT3/ACOT7/ATP5F1E/MVD/NME5/ACSM3/SNCA/DCAKD/ACSL4/HDAC4/UCP2/NADK/ADCY6/PID1/GNAI3/PGM1/NDUFB10/ATP6V1B1/NDUFA7/TSPO/ATP5MF/SULT1C4/PSEN1/COASY/ABCD1/ATP5ME/SDHC/NDUFS4/FAR2/NDUFB5/ATP5MC1/DIP2A/GUCY1A2/ATP5MC3/NME7/RAN/ACSF3/ATP5MC2/TAFAZZIN/PINK1/ATIC/ATPSCKMT/PRKAG1/CLPX/PDE4A/ACACB/MLST8/PAPSS1/ND6"
"GO:0032386","regulation of intracellular transport","72/3634","267/18888",0.00121817276721892,0.0169540347936548,0.0136253716384983,72,"DHX9/HSP90AA1/SORL1/NEFH/MAP1B/PDCD5/CDK1/GLI3/NUMA1/MSN/DERL2/FLNA/WWC1/PIK3R1/NSUN2/PKIA/EHD1/TMEM97/ARHGAP8/UBE2G2/PGAP1/EHD2/ARHGAP44/TTC21B/TARDBP/AKAP8L/DAB2/RBM4/CHMP3/ANXA2/ZIC1/PRKACA/IPO5/PLA2G3/GAS6/NCBP2/PARK7/MDFIC/BCAP31/PPM1A/KIF20B/ERGIC3/RAB11FIP3/CD81/CTDSPL2/MAVS/EDEM2/ATP9A/SAR1A/ABCA2/SPAG5/STK11/PSEN1/PRR5L/RBM22/JUP/NUS1/TM9SF4/PPP1R12A/ATP13A2/RAN/SNX3/UHMK1/REEP2/MTMR2/CHCHD4/ICE1/ANP32B/FEZ1/VPS35/ARHGAP1/TENM1"
"GO:1901888","regulation of cell junction assembly","60/3634","215/18888",0.00123536599203869,0.0171551157427773,0.0137869734456528,60,"EIF4G1/FZD1/MMP14/NTRK2/IL1RAPL1/NRXN1/PEAK1/FMN1/NECTIN1/F11R/RAPGEF1/SLITRK4/SDC4/CLSTN1/SLITRK3/ACTG1/SEMA4D/PTPRD/SIX4/EPHA7/VCL/CLSTN2/EPHB2/LRRC4B/PHLDB2/EPHA3/CHRNB2/LZTS1/EFNA5/CLASP2/FAM107A/CLDN1/PRKACA/EPHB1/LRRN3/CLSTN3/LIMCH1/ARF6/ROCK2/DLC1/SNCA/SLIT1/SLITRK6/DAPK3/CLASP1/FLRT3/PTPRS/NLGN1/PTPRJ/GRID2/FZD5/MDGA1/DUSP3/ITGB1BP1/FLRT2/FLOT1/PDLIM5/CLDN3/VPS35/WNT4"
"GO:0043087","regulation of GTPase activity","79/3634","298/18888",0.0012420160991394,0.0172092208503816,0.0138304558501437,79,"RRP1B/HRAS/ZC3H15/NTRK2/PREX1/RASGEF1B/PLXND1/RSU1/STMN3/DOCK9/FGD5/ARHGEF26/LRCH1/MAPRE2/SLC27A4/RAPGEF1/MTSS2/GNB5/PBXIP1/TMED2/SEMA4D/CHN1/ADCYAP1/SOD1/SGSM1/ARHGAP44/RASA4/F2RL1/CHN2/ARHGAP29/EPHA3/ARHGAP15/TBC1D14/EFNA5/PKP4/RACK1/PLXNB1/DAB2IP/ARHGAP11A/AGAP2/STMN1/DOCK6/BCAR3/TBC1D16/FGD3/ARAP1/EPHA4/FOXJ1/TBC1D15/SCRIB/SMCR8/PLXNA4/MET/EZH2/PREX2/ARHGEF19/F2R/NTF3/RALGDS/RALGAPA2/RTN4R/NTRK3/EVI5L/CRK/PLXNA1/RALGPS2/RALGPS1/PIP5K1A/SYDE2/RGL1/ITGB1BP1/ITGB1/FGD4/TBC1D13/CCPG1/RIC1/TBC1D9B/SNX9/VAV2"
"GO:0010833","telomere maintenance via telomere lengthening","28/3634","83/18888",0.00125769918779486,0.0173495854846138,0.0139432620540706,28,"PIF1/HSP90AA1/DKC1/CCT2/SMG5/CCT5/NEK7/CCT3/NAT10/GAR1/TCP1/NEK2/HNRNPU/HNRNPA2B1/GNL3L/CCT6A/PINX1/AURKB/TNKS2/MAP3K4/NOP10/STN1/XRN1/RTEL1/TNKS/RAD50/TNKS1BP1/TELO2"
"GO:2000736","regulation of stem cell differentiation","28/3634","83/18888",0.00125769918779486,0.0173495854846138,0.0139432620540706,28,"PUS7/FZD1/HSPA9/NOTCH1/CDK6/GATAD2A/ZFP36L2/MBD3/LBH/PRICKLE1/HNRNPU/SOX9/NSUN2/SOX5/GATAD2B/MTCH2/PWP1/SMYD5/ITCH/PTN/STAT3/EZH2/NUDT21/HDAC1/YAP1/N4BP2L2/MTA3/SETD1A"
"GO:0021545","cranial nerve development","23/3634","64/18888",0.0012761023485847,0.0175646774808497,0.0141161240554083,23,"SEMA3F/GLI3/KCNC1/ERBB3/SIX4/NRP2/EPHB2/CHRNB2/ACKR3/LPAR1/EGR2/EPHB1/SALL1/CITED2/PLXNA4/MAFB/SLC25A46/SLITRK6/SEMA3A/RPL24/TFAP2A/PLXNA1/SCN8A"
"GO:0046718","symbiont entry into host cell","46/3634","156/18888",0.00130209380782538,0.0178175038677901,0.0143193118820235,46,"CXCR4/IFITM1/CDK1/GSN/NECTIN1/HS3ST5/CLDN6/F11R/INSR/ITGA5/ANPEP/ITGA2/FURIN/EGFR/TYRO3/RPSA/SLC1A5/CXADR/ITGB5/TFRC/TRIM59/VPS18/EFNB2/CD46/CLDN1/HMGB1/ITCH/JPT2/NPC1/GAS6/CTSB/PHB1/HSPA1B/PTX3/SCARB2/CD81/KPNA3/CD74/TNFRSF14/P4HB/TRIM38/IDE/GRK2/HLA-DRB1/SNX3/ITGB1"
"GO:0030901","midbrain development","30/3634","91/18888",0.00130835627115253,0.0178175038677901,0.0143193118820235,30,"HSPA5/FZD1/SFRP2/CKB/LMX1A/TTBK1/DYNLL1/ACTB/NDST1/YWHAH/SEC16A/NDRG2/CCDC14/PLP1/MBP/SYNGR3/YWHAQ/GDF7/GNB4/ATP5PF/CALM3/BARHL1/OTX2/WLS/LRP6/KAT2A/KDM7A/UQCRQ/FZD3/INA"
"GO:0097581","lamellipodium organization","30/3634","91/18888",0.00130835627115253,0.0178175038677901,0.0143193118820235,30,"HSP90AA1/WASF3/ENPP2/WASF1/ABLIM1/S1PR1/AKIRIN1/MTSS2/SLIT2/KANK1/PIK3R1/WASF2/FSCN1/ARPC2/VCL/PLEKHO1/CTTN/FER/OCLN/SNX2/AJUBA/PTPRO/CARMIL2/ARPIN/ABI2/ACTR3/ITGB1/CAPZB/PDPN/VAV2"
"GO:0051085","chaperone cofactor-dependent protein refolding","14/3634","32/18888",0.00130872688035136,0.0178175038677901,0.0143193118820235,14,"HSPA8/HSPA5/HSPH1/DNAJC7/HSPA9/HSPE1/BAG1/DNAJB1/SDF2L1/HSPA1B/HSPA13/DNAJB14/CD74/ST13"
"GO:0090169","regulation of spindle assembly","14/3634","32/18888",0.00130872688035136,0.0178175038677901,0.0143193118820235,14,"NUMA1/HNRNPU/CEP97/PLK1/EML3/CHMP4A/CHMP3/DRG1/CHMP1B/HSPA1B/STIL/SPAG5/CHMP4B/CHMP4C"
"GO:2000278","regulation of DNA biosynthetic process","36/3634","115/18888",0.00132752778328973,0.0180341763429946,0.0144934440596689,36,"MYC/PIF1/HSP90AA1/DNAJC2/DKC1/CCT2/ING5/SMG5/CCT5/NEK7/CCT3/NAT10/TFDP1/KAT7/TCP1/NEK2/HNRNPU/HNRNPA2B1/CCNA2/GNL3L/CCT6A/HNRNPD/PINX1/AURKB/JADE1/TNKS2/MAP3K4/STN1/XRN1/ING4/TNKS/CHTF8/PRKD2/NVL/JADE2/CDKN1A"
"GO:0031123","RNA 3'-end processing","33/3634","103/18888",0.00133899014118239,0.018150432521147,0.0145868751309081,33,"DKC1/NCBP1/PAPOLA/INTS6/ZFP36L1/SLBP/SSB/USB1/PAF1/TENT2/PCF11/TUT4/PAPOLG/SSU72/HSD17B10/RPS21/NCBP2/TOE1/WDR33/ELAC2/ZC3H14/TRNT1/NUDT21/TRMT10C/AHCYL1/CSTF2/FBLL1/PNPT1/INTS2/EXOSC4/EXOSC3/ELAC1/PTCD1"
"GO:0072171","mesonephric tubule morphogenesis","24/3634","68/18888",0.00135056213772003,0.0182676683952651,0.0146810935499255,24,"MYC/CTNNBIP1/ADAMTS16/FMN1/GLI3/BCL2/FGF8/WNT2B/SOX9/SIX4/LAMA5/MAGED1/HS2ST1/EYA1/LGR4/SMAD4/GPC3/GZF1/SALL1/LHX1/GREB1L/HS3ST3A1/PKD2/WNT4"
"GO:0007094","mitotic spindle assembly checkpoint signaling","18/3634","46/18888",0.00138035125202199,0.0185501397287859,0.0149081059952392,18,"SPC24/KNTC1/NUF2/INCENP/MAD2L1/PLK1/BUB1/TTK/ZW10/AURKB/KNL1/BUB3/ANAPC15/NDC80/BIRC5/CDCA8/MAD2L2/SPC25"
"GO:0071173","spindle assembly checkpoint signaling","18/3634","46/18888",0.00138035125202199,0.0185501397287859,0.0149081059952392,18,"SPC24/KNTC1/NUF2/INCENP/MAD2L1/PLK1/BUB1/TTK/ZW10/AURKB/KNL1/BUB3/ANAPC15/NDC80/BIRC5/CDCA8/MAD2L2/SPC25"
"GO:0071174","mitotic spindle checkpoint signaling","18/3634","46/18888",0.00138035125202199,0.0185501397287859,0.0149081059952392,18,"SPC24/KNTC1/NUF2/INCENP/MAD2L1/PLK1/BUB1/TTK/ZW10/AURKB/KNL1/BUB3/ANAPC15/NDC80/BIRC5/CDCA8/MAD2L2/SPC25"
"GO:0048167","regulation of synaptic plasticity","60/3634","216/18888",0.00139520242148589,0.0187082576104251,0.015035179870352,60,"KCNQ3/NFATC4/HRAS/GRM2/NTRK2/MAP1B/DBN1/NR2E1/PRKCG/SYT4/SLC8A2/BAIAP2/YWHAH/ATF4/FXR1/PLK2/EPHB2/MAP1A/LZTS1/SYP/DLG4/LGMN/FAM107A/SERPINE2/PTN/ARC/EGR2/SLC38A1/JPH4/EPHA4/GRIN2B/CYP46A1/YTHDF1/KCNB1/PRRT2/NSMF/CPLX2/C22orf39/SHANK2/SNCA/RELN/NCDN/SLC8A3/ADORA2A/KAT2A/SYNGR1/SHISA6/GRID2/P2RX3/PSEN1/PRKAR1B/DRD2/SLC1A1/SLC4A10/SLC24A1/CHRDL1/RAB3A/RAB8A/AGER/LARGE1"
"GO:0009259","ribonucleotide metabolic process","116/3634","466/18888",0.00139810470540382,0.0187082576104251,0.015035179870352,116,"HSPA8/NME1/BEND3/MTHFD1/SLC25A13/HK2/ADCY2/PDE5A/TIGAR/PKM/SLC25A1/PFAS/MAGI3/ENO3/IMPDH1/ENTPD7/INSR/HMGCS1/PPARA/GUCY1B1/NT5C2/PAICS/GMPS/CROT/PDHA1/DLST/ENO1/ADSL/GTPBP1/ACTN3/NDUFB2/NME6/ATP6V1A/ZBTB20/ATP1A2/NUDT10/IMPDH2/SUCLG2/TJP2/ITPA/ADSS1/NDUFB8/COL6A1/GART/PPARGC1A/PANK4/NUDT11/EIF6/GPAT4/PPP2CA/ABHD14B/AK2/ADA/TPI1/ATP5MK/SPHK2/PRKACA/ATP5PF/RORA/ACSS2/ELOVL7/HSPA1B/RFK/NDUFS6/STAT3/ACOT7/ATP5F1E/UMPS/MVD/NME5/ACSM3/SNCA/DCAKD/ACSL4/HDAC4/UCP2/NADK/ADCY6/PID1/GNAI3/PGM1/NDUFB10/ATP6V1B1/NDUFA7/TSPO/ATP5MF/SULT1C4/PSEN1/COASY/ABCD1/ATP5ME/SDHC/NDUFS4/FAR2/NDUFB5/UCK1/ATP5MC1/DIP2A/GUCY1A2/ATP5MC3/NME7/RAN/CTPS2/ACSF3/ATP5MC2/TAFAZZIN/PINK1/ATIC/ATPSCKMT/PRKAG1/CLPX/PDE4A/ACACB/MLST8/PAPSS1/ND6"
"GO:0060997","dendritic spine morphogenesis","21/3634","57/18888",0.00142226936175798,0.0189504504085834,0.0152298218492814,21,"DBN1/BAIAP2/ZNF365/ARHGAP44/EPHB2/SRCIN1/SHANK1/CFL1/DLG4/ARC/EPHB1/EPHA4/PAK3/RELN/CAPRIN1/NLGN1/CTNND2/DIP2A/ABI2/LRP8/PDLIM5"
"GO:0072698","protein localization to microtubule cytoskeleton","21/3634","57/18888",0.00142226936175798,0.0189504504085834,0.0152298218492814,21,"NUMA1/MAPRE2/HNRNPU/AURKA/TTK/UBXN2B/MID1/CCDC14/MAP1A/STK3/CEP192/FAM83D/KIF20B/TTBK2/RAB11FIP3/STIL/CHAMP1/SPAG5/DIAPH1/BBS4/KIAA0753"
"GO:0009199","ribonucleoside triphosphate metabolic process","68/3634","251/18888",0.001437678649039,0.0191150082507334,0.0153620712980181,68,"HSPA8/NME1/BEND3/SLC25A13/HK2/TIGAR/PKM/ENO3/IMPDH1/ENTPD7/INSR/PPARA/ENO1/GTPBP1/ACTN3/NDUFB2/NME6/ATP6V1A/ZBTB20/ATP1A2/IMPDH2/ITPA/NDUFB8/COL6A1/PPARGC1A/EIF6/PPP2CA/AK2/TPI1/ATP5MK/SPHK2/PRKACA/ATP5PF/HSPA1B/NDUFS6/STAT3/ATP5F1E/NME5/HDAC4/UCP2/NADK/PID1/GNAI3/PGM1/NDUFB10/ATP6V1B1/NDUFA7/TSPO/ATP5MF/PSEN1/ATP5ME/SDHC/NDUFS4/NDUFB5/UCK1/ATP5MC1/ATP5MC3/NME7/RAN/CTPS2/ATP5MC2/TAFAZZIN/PINK1/ATPSCKMT/PRKAG1/CLPX/MLST8/ND6"
"GO:0030099","myeloid cell differentiation","110/3634","439/18888",0.00144365611723168,0.019153730523526,0.0153931910499773,110,"MYC/CTNNBIP1/CAMK4/KLF10/PPP3CA/HSPA9/LYAR/ZBTB16/CDK6/RPS14/FOSL2/WDR1/RACGAP1/HIPK2/TRIB1/BCL6/MAF/FAXDC2/DYRK3/ACTN1/ZBTB46/CUL4A/FLNA/TGFBR3/PIK3CD/NCOA6/PIK3R1/FAM210B/ZFP36L1/WASF2/RARG/CEBPA/SH3PXD2A/SLC1A5/IFI16/SLC25A5/LEF1/PAF1/TFRC/H4C9/CFLAR/F2RL1/H4C15/DNASE2/DIAPH3/GAB2/FBN1/CTR9/ROR2/HMGB3/JUNB/EIF6/ARNT/ABCB10/RPS19/FASN/HEATR3/STAT5A/ITGB8/ANXA2/SMAP1/PLA2G3/STAT5B/L3MBTL1/GPC3/LRRC17/HSPA1B/P4HTM/VPS54/STAT3/SP3/PIAS3/CITED2/H4C11/FOS/CD81/NDFIP1/LBR/PRKCA/MAFB/CD74/TCTA/KAT8/STAT1/HMGB2/UCP2/SOCS1/ID2/KITLG/MYD88/RELB/GBA1/EEIG1/NCAPG2/AP3B1/PABPC4/FOXO3/PSEN1/ITPKB/EIF2AK1/PTBP3/HLA-DRB1/THOC5/FECH/QKI/RBM15/DLL1/MAEA/PRMT6/LARGE1"
"GO:0007263","nitric oxide mediated signal transduction","13/3634","29/18888",0.00147593107781374,0.0194991401802496,0.0156707848497816,13,"RASD1/LOC102724560/ATP2B4/DDAH1/PDE5A/GUCY1B1/EGFR/NEUROD1/MAFA/NOS2/NDNF/GUCY1A2/NOS1"
"GO:1905820","positive regulation of chromosome separation","13/3634","29/18888",0.00147593107781374,0.0194991401802496,0.0156707848497816,13,"NCAPD2/UBE2C/NUMA1/INCENP/DLGAP5/NCAPG/CDC16/SMC4/AURKB/NCAPG2/BIRC5/NCAPD3/CDCA8"
"GO:0030832","regulation of actin filament length","46/3634","157/18888",0.00150408943540896,0.0198292297085877,0.0159360663920412,46,"ADD3/MYADM/PREX1/WDR1/FMN1/GSN/MYO3B/RICTOR/COTL1/TMOD2/LIMA1/PLEKHH2/BAIAP2/SLIT2/KANK1/ARHGAP28/ARHGAP35/SSH3/ARPC2/PLEKHG2/F2RL1/VASP/NAA80/CTTN/CAPG/SEMA5A/FER/ARF6/SPTBN2/PAK3/BAIAP2L1/CORO1A/WASHC2C/ABITRAM/SPTBN1/CAPZA1/CARMIL2/ARPC3/SPTAN1/BBS4/CDC42EP3/TMSB15A/CAPZB/MLST8/SNX9/TENM1"
"GO:0006383","transcription by RNA polymerase III","22/3634","61/18888",0.00152840693774131,0.0200243989184805,0.0160929171387541,22,"MYBBP1A/DDX21/GTF3C4/SNAPC3/GTF3A/POLR3H/GTF3C6/BAZ1B/POLR3B/POLR2L/POLR3C/POLR1C/GTF3C3/NAB2/SNAPC4/CRCP/POLR2F/POLR2E/ICE1/GTF3C2/BDP1/TENM1"
"GO:0044380","protein localization to cytoskeleton","22/3634","61/18888",0.00152840693774131,0.0200243989184805,0.0160929171387541,22,"NUMA1/MAPRE2/HNRNPU/KLHL21/AURKA/TTK/UBXN2B/MID1/CCDC14/MAP1A/STK3/CEP192/FAM83D/KIF20B/TTBK2/RAB11FIP3/STIL/CHAMP1/SPAG5/DIAPH1/BBS4/KIAA0753"
"GO:0021889","olfactory bulb interneuron differentiation","7/3634","11/18888",0.00154132435266269,0.0200243989184805,0.0160929171387541,7,"ATF5/SLIT2/UNCX/ROBO1/ERBB4/SALL1/ARX"
"GO:0034975","protein folding in endoplasmic reticulum","7/3634","11/18888",0.00154132435266269,0.0200243989184805,0.0160929171387541,7,"HSPA5/CALR/HSP90B1/CANX/PDIA3/DNAJC3/P4HB"
"GO:0070778","L-aspartate transmembrane transport","7/3634","11/18888",0.00154132435266269,0.0200243989184805,0.0160929171387541,7,"SLC1A4/SLC25A13/SLC25A12/SLC1A5/SLC25A22/UCP2/SLC1A1"
"GO:0090557","establishment of endothelial intestinal barrier","7/3634","11/18888",0.00154132435266269,0.0200243989184805,0.0160929171387541,7,"F11R/TJP3/TJP2/FASN/CLDN1/MYD88/PTPRS"
"GO:1902667","regulation of axon guidance","7/3634","11/18888",0.00154132435266269,0.0200243989184805,0.0160929171387541,7,"FEZF2/NOVA2/SLIT2/TBR1/ROBO3/YTHDF1/PTPRO"
"GO:1990089","response to nerve growth factor","19/3634","50/18888",0.00154835585047772,0.0200740159950939,0.0161327926678952,19,"NTRK2/WASF1/RAPGEF1/KCNC1/EHD1/STMN2/ACAP2/TMEM108/ARF6/EIF4A3/CORO1A/NTF3/CSTF2/KAT2A/NTRK3/CRK/FOXO3/ARPC3/ELAVL4"
"GO:0010821","regulation of mitochondrion organization","44/3634","149/18888",0.00158512010079427,0.0205081066456799,0.0164816563166383,44,"ZDHHC6/PDCD5/TIGAR/SLC25A6/SSBP1/TRIAP1/BCL2L1/CLU/USP36/AURKA/BMF/SLC25A5/TFRC/MIEF1/MPV17L/PPARGC1A/MTCH2/BAX/PGAM5/CTTN/SLC35F6/PLAUR/PARK7/ENDOG/SREBF2/PRELID1/MOAP1/DDHD2/BNIP3L/PID1/VPS13C/TSPO/STAT2/FZD5/ATP13A2/VDAC1/ACAA2/PINK1/SPIRE1/PPIF/FAM162A/PRMT6/FZD9/VPS35"
"GO:0032790","ribosome disassembly","15/3634","36/18888",0.0016223908234376,0.0209037531044568,0.0167996236974949,15,"EIF2D/SKIC3/RACK1/ABCE1/LTN1/TRNT1/PELO/ASCC2/MRRF/ZNF598/EIF4E2/DENR/ELAC1/MCTS1/ASCC3"
"GO:0048665","neuron fate specification","15/3634","36/18888",0.0016223908234376,0.0209037531044568,0.0167996236974949,15,"POU3F2/GLI3/SOX9/SOX1/DMRT3/NFIA/FOXA1/EYA1/SMAD4/ESRP1/DMRTA2/LMO4/OLIG3/GLI2/DLL1"
"GO:0071383","cellular response to steroid hormone stimulus","59/3634","213/18888",0.00163457407783765,0.0210173938526903,0.0168909528381274,59,"HSPA8/DNAJA1/CALR/RBFOX2/SAFB2/DDX5/SSTR2/NR2E1/ZFP36L2/CYP7B1/PPARA/LBH/HNRNPU/EGFR/PAQR8/ESRRG/ZFP36L1/SGK1/TFAP4/YWHAH/URI1/ATP1A2/PDE3A/CFLAR/ERRFI1/DAB2/FKBP4/VPS18/FAM107A/FOXA1/PAK1/PCK2/DNAAF4/NPC1/PARK7/PHB1/HSPA1B/DAXX/DDRGK1/VPS54/RWDD1/PRMT2/DDX54/SAFB/HDAC1/LMO3/CLOCK/ZMIZ1/YAP1/ASS1/FOXO3/UBE2L3/RXRB/RAN/FECH/EDN1/HEYL/TFPI/DDX17"
"GO:0035988","chondrocyte proliferation","12/3634","26/18888",0.00164164887186951,0.0210218520498209,0.016894535737035,12,"MMP14/FOSL2/SOX9/PBXIP1/FGFR3/LEF1/ERRFI1/CCN2/HMGA2/BMPR1B/MUSTN1/MMP16"
"GO:0099637","neurotransmitter receptor transport","12/3634","26/18888",0.00164164887186951,0.0210218520498209,0.016894535737035,12,"AP3D1/CACNG7/GRIP2/CLSTN1/HIP1/ARHGAP44/CACNG8/CACNG4/SCRIB/SLC1A1/RAB8A/VPS35"
"GO:0019058","viral life cycle","83/3634","319/18888",0.00170991467139573,0.0218512408620693,0.017561086852285,83,"CXCR4/PPIB/IFITM1/NOTCH1/FAM111A/EEF1A1/DDX5/CDK1/GSN/NECTIN1/TOP2A/LARP1/HS3ST5/CLDN6/F11R/BCL2/INSR/ITGA5/PC/ANPEP/ITGA2/FURIN/IFIT1/APOBEC3F/EGFR/ZBED1/TYRO3/RPSA/SLC1A5/CXADR/IFI16/ITGB5/TFRC/NFIA/YTHDC2/TRIM59/HMGA2/VPS18/CHMP4A/EFNB2/CD46/PPID/CHMP3/CLDN1/PCBP2/HMGB1/ITCH/JPT2/NPC1/ATG16L2/GAS6/CHMP1B/CTSB/PHB1/HSPA1B/PTX3/SCARB2/SRPK1/CD81/DDX3X/KPNA3/VPS37B/TASOR/CD74/MAVS/CNOT7/APOBEC3C/VPS37D/IST1/TOP2B/TNFRSF14/P4HB/TRIM38/DDX56/IDE/MPHOSPH8/CHMP4B/GRK2/CHMP4C/HLA-DRB1/SNX3/STOM/ITGB1"
"GO:0009205","purine ribonucleoside triphosphate metabolic process","66/3634","244/18888",0.00174452371476251,0.0222480177419407,0.0178799627134951,66,"HSPA8/NME1/BEND3/SLC25A13/HK2/TIGAR/PKM/ENO3/IMPDH1/ENTPD7/INSR/PPARA/ENO1/GTPBP1/ACTN3/NDUFB2/NME6/ATP6V1A/ZBTB20/ATP1A2/IMPDH2/ITPA/NDUFB8/COL6A1/PPARGC1A/EIF6/PPP2CA/AK2/TPI1/ATP5MK/SPHK2/PRKACA/ATP5PF/HSPA1B/NDUFS6/STAT3/ATP5F1E/NME5/HDAC4/UCP2/NADK/PID1/GNAI3/PGM1/NDUFB10/ATP6V1B1/NDUFA7/TSPO/ATP5MF/PSEN1/ATP5ME/SDHC/NDUFS4/NDUFB5/ATP5MC1/ATP5MC3/NME7/RAN/ATP5MC2/TAFAZZIN/PINK1/ATPSCKMT/PRKAG1/CLPX/MLST8/ND6"
"GO:2001233","regulation of apoptotic signaling pathway","100/3634","396/18888",0.00177747843001179,0.0225984151717057,0.0181615650140583,100,"MYC/DNAJA1/NFATC4/FZD1/SFRP2/AATF/SFPQ/MEIS3/BCLAF1/ING5/SLC25A6/PSME3/MMP2/TCF7L2/NGFR/TPT1/QARS1/ARHGEF2/BCL2/RPS3/PDIA3/CASP2/TRIAP1/BCL2L1/DAPK2/EIF5A/CLU/PHIP/ENO1/IFI6/PYCR1/BCL2L12/TMBIM1/RPS7/SOD1/URI1/SLC25A5/HNRNPK/ATF4/XBP1/CFLAR/EEF1E1/ACKR3/MAGED1/STK3/MPV17L/TNFAIP3/RACK1/BAX/DAB2IP/PLAGL2/FAIM/BMPR1B/EYA1/GRINA/CTTN/CTSK/SLC35F6/PLAUR/SCRT2/PARK7/NOC2L/BCAP31/HSPA1B/MARCHF7/TAF9/PRELID1/HERPUD1/HMOX1/HYOU1/DDX3X/NME5/CD74/HDAC1/RPL26/HMGB2/RRN3/YAP1/ADORA2A/P4HB/FGF10/ITM2C/PSEN1/DDIT3/EYA4/COL2A1/CYLD/CTNNA1/PPP1CA/PIH1D1/ACAA2/PINK1/PPIF/MAPK8IP2/UNC5B/RRM2B/FZD9/FBH1/MAPK8IP1/WNT4"
"GO:0008064","regulation of actin polymerization or depolymerization","45/3634","154/18888",0.00178284824446326,0.0225984151717057,0.0181615650140583,45,"ADD3/MYADM/PREX1/WDR1/FMN1/GSN/RICTOR/COTL1/TMOD2/LIMA1/PLEKHH2/BAIAP2/SLIT2/KANK1/ARHGAP28/ARHGAP35/SSH3/ARPC2/PLEKHG2/F2RL1/VASP/NAA80/CTTN/CAPG/SEMA5A/FER/ARF6/SPTBN2/PAK3/BAIAP2L1/CORO1A/WASHC2C/ABITRAM/SPTBN1/CAPZA1/CARMIL2/ARPC3/SPTAN1/BBS4/CDC42EP3/TMSB15A/CAPZB/MLST8/SNX9/TENM1"
"GO:0009411","response to UV","45/3634","154/18888",0.00178284824446326,0.0225984151717057,0.0181615650140583,45,"MYC/COL6A2/NFATC4/RHNO1/MAPK11/MMP2/BCL2/USP28/CUL4A/DDB2/TRIAP1/CIRBP/INO80/PIK3R1/EGFR/BMF/CRIP1/SCARA3/ATF4/TP53INP1/COL6A1/AURKB/PIERCE1/BAX/PPID/FEN1/POLD1/MAP3K4/EIF2S1/NOC2L/CDC25A/RPL26/OPN3/ACTR5/UBE2A/CREBBP/STK11/CDKN1A/FECH/UBE4B/TP53I13/POLK/ZRANB3/PTPRK/NPM1"
